Employee_ID,Age,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality
EMP3954,53,Retail,21,Hybrid,46,6,1,Medium,3,Daily,Poor
EMP3955,49,Healthcare,8,Hybrid,32,14,4,Medium,4,Daily,Poor
EMP3956,59,Education,24,Hybrid,54,1,2,High,2,Weekly,Poor
EMP3957,35,Retail,30,Onsite,37,10,2,High,5,Daily,Good
EMP3958,54,Manufacturing,17,Remote,29,10,3,Low,2,None,Poor
EMP3959,24,Consulting,30,Hybrid,23,13,3,Medium,1,Weekly,Average
EMP3960,47,Finance,3,Remote,28,12,1,Medium,2,None,Poor
EMP3961,34,Finance,33,Remote,30,5,3,Low,2,Daily,Good
EMP3962,36,Manufacturing,14,Onsite,29,8,2,Medium,2,Daily,Poor
EMP3963,60,Retail,34,Remote,54,4,4,Low,1,Daily,Average
EMP3964,26,Consulting,1,Hybrid,36,12,1,High,3,Daily,Good
EMP3965,54,IT,22,Onsite,36,4,2,High,2,None,Poor
EMP3966,41,Retail,10,Remote,46,8,4,High,2,Daily,Average
EMP3967,58,Manufacturing,2,Hybrid,30,1,5,Low,1,Daily,Average
EMP3968,34,Retail,22,Remote,46,0,3,High,4,Daily,Poor
EMP3969,57,IT,21,Remote,20,11,4,Low,3,Daily,Average
EMP3970,58,Finance,5,Hybrid,45,12,3,High,3,Weekly,Poor
EMP3971,27,Consulting,30,Hybrid,37,0,1,Low,4,None,Poor
EMP3972,56,Finance,9,Remote,36,12,5,Low,2,None,Good
EMP3973,27,Finance,4,Remote,60,15,2,High,4,None,Good
EMP3974,31,Finance,32,Hybrid,27,13,1,Low,5,Weekly,Average
EMP3975,60,Manufacturing,28,Remote,47,1,3,Medium,2,None,Average
EMP3976,27,Healthcare,2,Remote,46,15,2,Low,3,Weekly,Poor
EMP3977,42,Education,2,Hybrid,58,12,1,Medium,3,Daily,Good
EMP3978,22,Retail,1,Hybrid,33,8,3,Low,3,Daily,Good
EMP3979,47,IT,25,Onsite,27,2,4,Medium,1,None,Poor
EMP3980,50,Consulting,11,Onsite,56,10,1,Medium,1,Weekly,Average
EMP3981,43,Manufacturing,21,Onsite,32,15,4,Low,1,Daily,Good
EMP3982,37,Manufacturing,34,Hybrid,31,13,2,High,2,Weekly,Good
EMP3983,43,Education,35,Onsite,47,10,2,High,2,Daily,Poor
EMP3984,43,Finance,29,Hybrid,35,8,1,High,2,Weekly,Good
EMP3985,45,Healthcare,28,Hybrid,52,3,1,High,2,Daily,Good
EMP3986,44,IT,7,Hybrid,57,3,5,Low,2,Daily,Average
EMP3987,34,Retail,4,Onsite,57,8,3,Low,2,Daily,Average
EMP3988,29,Manufacturing,25,Onsite,38,14,1,Low,4,Weekly,Good
EMP3989,54,Consulting,16,Remote,22,10,2,Low,5,Daily,Average
EMP3990,36,IT,23,Hybrid,50,15,3,High,2,None,Good
EMP3991,46,Retail,22,Remote,28,2,4,Medium,3,Weekly,Average
EMP3992,31,Healthcare,14,Onsite,22,8,4,Low,1,None,Poor
EMP3993,46,Healthcare,3,Remote,24,2,1,High,3,None,Average
EMP3994,38,Education,18,Hybrid,32,13,3,Low,3,Daily,Good
EMP3995,25,IT,27,Remote,41,8,1,High,3,None,Poor
EMP3996,50,Finance,6,Hybrid,21,8,4,High,5,None,Poor
EMP3997,58,Finance,2,Onsite,53,9,3,High,1,Weekly,Average
EMP3998,47,Education,19,Hybrid,60,0,4,High,5,Daily,Good
EMP3999,27,Finance,7,Onsite,56,11,1,Medium,4,Weekly,Good
EMP4000,24,Consulting,11,Onsite,34,4,5,Low,1,Daily,Average
EMP4001,38,Retail,33,Onsite,26,11,1,Low,2,Daily,Good
EMP4002,38,Manufacturing,22,Remote,29,0,4,Medium,1,Daily,Poor
EMP4003,22,Finance,16,Hybrid,36,15,1,High,5,Weekly,Poor
EMP4004,40,Consulting,8,Onsite,25,11,1,Medium,1,None,Good
EMP4005,39,Healthcare,20,Hybrid,31,1,2,High,1,Daily,Average
EMP4006,43,Healthcare,12,Onsite,38,2,2,Low,3,Weekly,Average
EMP4007,44,Finance,12,Remote,41,13,4,Low,4,Daily,Good
EMP4008,47,IT,33,Onsite,34,13,4,High,5,Daily,Average
EMP4009,35,Finance,24,Hybrid,29,5,4,Medium,3,Weekly,Good
EMP4010,23,Healthcare,28,Remote,45,1,1,Low,4,Weekly,Average
EMP4011,27,Healthcare,6,Onsite,60,10,2,High,5,Daily,Good
EMP4012,47,Education,12,Onsite,48,11,3,Medium,4,None,Average
EMP4013,39,Healthcare,3,Hybrid,23,4,1,High,5,Weekly,Average
EMP4014,39,Education,3,Onsite,60,15,2,Low,1,Daily,Poor
EMP4015,59,Consulting,6,Hybrid,37,5,1,Low,5,Weekly,Poor
EMP4016,52,IT,34,Hybrid,34,4,5,Medium,2,Daily,Good
EMP4017,29,Education,23,Remote,54,9,1,High,3,None,Good
EMP4018,51,Education,32,Remote,29,15,4,High,5,Daily,Poor
EMP4019,23,Consulting,10,Remote,36,1,5,Low,3,Daily,Good
EMP4020,24,Education,30,Onsite,54,9,4,Low,1,None,Average
EMP4021,41,Healthcare,18,Hybrid,55,14,5,Low,2,None,Poor
EMP4022,52,Retail,16,Onsite,56,4,3,Low,4,None,Average
EMP4023,52,Healthcare,3,Onsite,48,2,1,High,4,Weekly,Average
EMP4024,37,Finance,21,Onsite,52,4,2,High,5,Weekly,Poor
EMP4025,57,Retail,8,Hybrid,49,9,3,Medium,2,None,Poor
EMP4026,51,Healthcare,6,Remote,26,14,4,Low,2,None,Average
EMP4027,45,Retail,25,Remote,21,15,4,High,4,Weekly,Good
EMP4028,53,Retail,22,Onsite,20,10,5,Medium,3,Daily,Good
EMP4029,26,IT,1,Onsite,27,3,3,Medium,4,Daily,Average
EMP4030,52,Education,25,Hybrid,54,1,4,Low,2,Weekly,Poor
EMP4031,39,Healthcare,12,Hybrid,23,9,5,Medium,3,Daily,Poor
EMP4032,47,Manufacturing,19,Remote,53,9,3,High,2,Daily,Average
EMP4033,32,Healthcare,21,Hybrid,57,1,1,Low,1,Weekly,Poor
EMP4034,29,Healthcare,28,Onsite,41,2,5,Medium,3,Weekly,Good
EMP4035,40,Retail,2,Remote,20,12,1,Low,5,Daily,Poor
EMP4036,44,Finance,9,Onsite,35,3,2,Medium,2,Weekly,Average
EMP4037,53,Finance,10,Hybrid,57,8,2,High,1,None,Good
EMP4038,23,Consulting,20,Onsite,50,10,4,Medium,2,Daily,Good
EMP4039,36,Manufacturing,26,Remote,24,13,4,Medium,1,Weekly,Good
EMP4040,39,Retail,9,Remote,25,14,5,Medium,5,None,Poor
EMP4041,59,IT,2,Hybrid,35,0,5,Low,3,Daily,Good
EMP4042,37,Healthcare,25,Onsite,37,1,2,Low,3,Daily,Average
EMP4043,30,IT,4,Onsite,51,1,3,Medium,5,Weekly,Average
EMP4044,24,Consulting,3,Hybrid,47,10,2,High,2,Daily,Good
EMP4045,47,Finance,15,Remote,28,10,3,High,5,None,Poor
EMP4046,59,Finance,7,Onsite,33,3,3,High,3,Weekly,Poor
EMP4047,37,Education,29,Onsite,31,9,3,High,3,None,Poor
EMP4048,57,IT,5,Remote,32,2,4,High,4,Weekly,Poor
EMP4049,30,Healthcare,9,Hybrid,38,10,3,Medium,3,None,Good
EMP4050,39,IT,24,Onsite,49,4,1,High,2,None,Average
EMP4051,34,Education,28,Remote,59,6,4,High,2,None,Poor
EMP4052,48,Healthcare,13,Hybrid,46,10,3,High,1,Daily,Average
EMP4053,58,Finance,27,Hybrid,31,8,4,High,4,Daily,Good
EMP4054,46,Retail,29,Remote,22,8,4,Medium,1,Weekly,Poor
EMP4055,28,Manufacturing,15,Onsite,41,1,1,High,3,Daily,Good
EMP4056,23,Healthcare,22,Hybrid,47,9,4,High,3,Daily,Good
EMP4057,54,Healthcare,32,Hybrid,44,2,1,Low,3,None,Good
EMP4058,43,Consulting,18,Remote,50,2,5,Medium,3,Weekly,Poor
EMP4059,41,Retail,25,Onsite,55,7,1,Low,2,Daily,Poor
EMP4060,43,Finance,30,Hybrid,54,2,5,Medium,1,Weekly,Average
EMP4061,36,Education,1,Remote,27,13,5,Medium,5,Daily,Good
EMP4062,58,Finance,12,Remote,45,12,2,Low,2,None,Good
EMP4063,23,IT,4,Onsite,48,8,2,Low,2,Daily,Poor
EMP4064,38,Finance,27,Remote,58,9,5,Low,4,None,Good
EMP4065,35,Consulting,28,Onsite,20,3,4,Low,1,Daily,Good
EMP4066,51,Retail,19,Hybrid,49,15,1,Low,5,Weekly,Good
EMP4067,28,Consulting,15,Onsite,36,12,5,High,3,None,Average
EMP4068,42,Education,30,Onsite,33,5,5,High,2,None,Average
EMP4069,56,Consulting,11,Onsite,40,2,1,Low,1,Daily,Poor
EMP4070,49,IT,35,Remote,20,12,3,Medium,2,Weekly,Average
EMP4071,45,Retail,31,Onsite,28,12,4,High,5,Weekly,Average
EMP4072,37,Healthcare,14,Hybrid,28,11,5,Low,2,Weekly,Good
EMP4073,23,Retail,9,Hybrid,31,1,1,High,2,Weekly,Average
EMP4074,37,Education,27,Hybrid,45,11,3,Low,2,None,Average
EMP4075,59,Finance,8,Hybrid,34,11,5,High,2,Weekly,Poor
EMP4076,50,Finance,14,Onsite,31,15,3,Medium,1,Weekly,Average
EMP4077,46,Manufacturing,14,Onsite,55,10,1,Medium,1,None,Good
EMP4078,54,Finance,20,Onsite,35,12,4,Medium,4,Weekly,Average
EMP4079,38,Education,10,Hybrid,24,11,5,High,2,None,Poor
EMP4080,55,Finance,17,Onsite,60,3,3,High,5,Weekly,Average
EMP4081,49,IT,17,Remote,20,4,3,Medium,2,Daily,Good
EMP4082,41,Education,19,Hybrid,28,9,4,High,3,Daily,Average
EMP4083,22,Retail,31,Hybrid,26,8,2,Medium,4,Daily,Poor
EMP4084,52,IT,35,Hybrid,27,15,1,Medium,5,Daily,Average
EMP4085,28,Manufacturing,28,Onsite,32,1,1,Low,5,Daily,Average
EMP4086,50,Retail,20,Hybrid,20,10,1,Medium,4,Weekly,Poor
EMP4087,35,Finance,6,Remote,43,2,3,High,1,Weekly,Average
EMP4088,33,Education,6,Remote,49,7,4,Low,1,Weekly,Average
EMP4089,47,Manufacturing,9,Hybrid,48,9,3,High,3,Weekly,Average
EMP4090,51,Retail,26,Hybrid,28,6,2,Low,5,Weekly,Poor
EMP4091,57,Education,13,Hybrid,25,6,4,Medium,1,Weekly,Good
EMP4092,59,Education,10,Onsite,40,1,3,Low,5,Daily,Average
EMP4093,25,Education,34,Hybrid,52,11,5,High,1,Daily,Average
EMP4094,42,Finance,18,Remote,22,10,3,Low,4,Daily,Poor
EMP4095,34,Retail,31,Hybrid,28,10,1,Medium,3,None,Good
EMP4096,33,Manufacturing,4,Onsite,49,0,1,Low,3,None,Average
EMP4097,23,Finance,24,Hybrid,49,12,2,Medium,4,None,Good
EMP4098,23,Education,31,Remote,57,12,5,High,2,None,Poor
EMP4099,54,IT,2,Remote,21,5,4,Low,4,None,Average
EMP4100,34,IT,25,Remote,52,6,3,High,4,Daily,Average
EMP4101,54,Retail,24,Remote,40,9,1,High,5,Weekly,Average
EMP4102,43,IT,14,Onsite,46,15,1,High,3,Weekly,Good
EMP4103,53,Consulting,34,Onsite,48,8,2,High,4,None,Poor
EMP4104,59,Consulting,12,Hybrid,47,12,2,Medium,5,None,Average
EMP4105,33,Consulting,29,Hybrid,48,0,4,Medium,2,None,Poor
EMP4106,58,IT,11,Hybrid,51,0,2,Low,5,Daily,Good
EMP4107,36,Manufacturing,3,Hybrid,21,4,3,Medium,5,Daily,Average
EMP4108,27,Healthcare,8,Onsite,60,6,2,Low,4,Daily,Poor
EMP4109,32,Finance,7,Onsite,27,11,3,Low,2,Daily,Average
EMP4110,40,Manufacturing,12,Remote,51,8,4,Medium,4,Weekly,Good
EMP4111,59,Education,6,Onsite,29,9,1,High,5,None,Average
EMP4112,55,Finance,33,Onsite,39,7,4,Medium,5,Weekly,Poor
EMP4113,24,Consulting,18,Remote,53,11,2,High,4,Daily,Poor
EMP4114,50,Manufacturing,30,Onsite,27,12,4,Low,3,Daily,Good
EMP4115,49,Retail,21,Remote,46,2,5,High,2,Daily,Average
EMP4116,46,Manufacturing,26,Hybrid,42,5,1,Low,1,None,Good
EMP4117,27,Consulting,22,Hybrid,51,6,1,Low,5,Weekly,Average
EMP4118,47,Manufacturing,35,Onsite,22,3,2,Medium,1,None,Average
EMP4119,47,Retail,8,Onsite,40,13,3,High,5,None,Poor
EMP4120,41,Consulting,21,Hybrid,35,6,1,High,4,Weekly,Poor
EMP4121,30,Finance,12,Onsite,33,9,3,High,3,Daily,Average
EMP4122,27,Retail,25,Remote,45,15,4,High,2,Daily,Average
EMP4123,48,Healthcare,30,Hybrid,37,3,1,Medium,1,Weekly,Average
EMP4124,28,Education,13,Remote,41,6,1,Medium,3,Daily,Good
EMP4125,25,IT,29,Hybrid,52,13,2,Medium,1,Daily,Good
EMP4126,31,Education,28,Remote,54,4,5,Low,3,Weekly,Poor
EMP4127,30,Healthcare,12,Remote,52,15,5,Low,2,Daily,Average
EMP4128,30,Education,13,Remote,32,8,3,High,4,None,Average
EMP4129,55,Education,5,Onsite,44,13,1,High,3,Weekly,Average
EMP4130,43,Retail,18,Onsite,57,12,4,Medium,2,Weekly,Good
EMP4131,44,Consulting,31,Onsite,43,10,2,High,3,Daily,Poor
EMP4132,54,Retail,19,Hybrid,54,13,5,High,5,None,Average
EMP4133,53,IT,32,Hybrid,43,2,4,High,2,Weekly,Average
EMP4134,53,Healthcare,25,Onsite,32,6,3,High,2,None,Average
EMP4135,23,Manufacturing,34,Remote,58,8,4,High,3,None,Average
EMP4136,50,Education,27,Hybrid,45,1,1,Medium,1,None,Poor
EMP4137,42,Education,7,Onsite,49,14,2,Low,2,None,Good
EMP4138,47,Consulting,24,Remote,26,6,2,Medium,5,Weekly,Poor
EMP4139,37,Retail,1,Onsite,39,3,5,High,1,Daily,Good
EMP4140,40,IT,17,Hybrid,28,4,2,Low,1,Weekly,Poor
EMP4141,43,Retail,32,Remote,53,2,2,Medium,5,Weekly,Good
EMP4142,33,Manufacturing,5,Hybrid,22,5,3,Low,4,Weekly,Good
EMP4143,53,Education,5,Onsite,57,14,3,High,2,Weekly,Good
EMP4144,39,Healthcare,29,Hybrid,57,8,3,Medium,3,Daily,Good
EMP4145,44,IT,3,Onsite,59,0,2,Low,5,Daily,Good
EMP4146,41,IT,16,Hybrid,32,3,4,Low,1,Weekly,Average
EMP4147,49,Manufacturing,6,Hybrid,54,3,1,High,2,Daily,Average
EMP4148,27,Healthcare,10,Onsite,59,4,3,Low,2,None,Poor
EMP4149,36,Retail,34,Hybrid,20,4,4,Low,1,None,Average
EMP4150,26,Manufacturing,1,Remote,52,2,2,High,5,Weekly,Poor
EMP4151,36,IT,9,Hybrid,33,10,3,High,1,None,Average
EMP4152,47,IT,9,Onsite,34,4,5,Medium,5,Weekly,Good
EMP4153,53,Finance,12,Remote,30,8,3,Medium,4,Weekly,Poor
EMP4154,22,Retail,23,Onsite,22,8,3,Low,5,Weekly,Poor
EMP4155,33,Finance,1,Hybrid,25,14,5,Low,4,Daily,Average
EMP4156,31,Manufacturing,21,Remote,60,9,3,Low,3,None,Good
EMP4157,59,Consulting,8,Onsite,33,13,4,Medium,3,Weekly,Poor
EMP4158,22,Healthcare,5,Onsite,51,15,1,Medium,5,None,Average
EMP4159,28,Consulting,14,Onsite,60,11,1,Low,5,None,Average
EMP4160,33,Consulting,3,Hybrid,45,2,3,Medium,2,None,Average
EMP4161,37,Manufacturing,11,Remote,55,9,5,Low,5,Weekly,Poor
EMP4162,40,Education,31,Hybrid,22,4,3,Medium,1,None,Poor
EMP4163,40,Education,8,Hybrid,48,3,3,Low,3,None,Good
EMP4164,50,Education,17,Onsite,60,13,5,Low,2,Daily,Poor
EMP4165,37,Finance,1,Hybrid,23,3,2,High,3,Weekly,Good
EMP4166,40,Finance,33,Hybrid,44,10,5,Medium,2,Weekly,Good
EMP4167,51,Education,26,Onsite,51,5,4,Medium,2,Weekly,Good
EMP4168,35,Retail,21,Onsite,24,3,3,Low,1,Weekly,Average
EMP4169,44,IT,21,Onsite,41,9,5,High,3,Daily,Average
EMP4170,33,Retail,4,Remote,20,10,2,High,4,Weekly,Poor
EMP4171,53,IT,25,Onsite,44,0,2,Low,3,Weekly,Good
EMP4172,50,IT,13,Remote,37,10,5,Medium,2,None,Good
EMP4173,58,Retail,20,Hybrid,48,6,5,Low,4,Daily,Poor
EMP4174,44,Finance,9,Hybrid,42,15,1,Medium,4,None,Average
EMP4175,45,Finance,26,Onsite,57,10,4,Low,3,Daily,Poor
EMP4176,53,IT,12,Onsite,39,4,5,Low,1,Weekly,Poor
EMP4177,45,Healthcare,25,Hybrid,34,14,1,Low,4,Weekly,Good
EMP4178,23,Education,30,Onsite,22,4,3,High,5,None,Average
EMP4179,44,Finance,31,Hybrid,29,5,5,Low,5,Daily,Average
EMP4180,44,Consulting,15,Onsite,59,3,3,High,2,Daily,Average
EMP4181,52,Retail,22,Onsite,49,3,5,High,3,None,Poor
EMP4182,26,Healthcare,15,Onsite,58,8,4,Medium,3,None,Poor
EMP4183,30,Healthcare,3,Hybrid,32,10,3,Low,5,Daily,Good
EMP4184,45,Consulting,19,Onsite,49,14,5,High,4,None,Good
EMP4185,57,Education,13,Remote,20,0,2,High,1,Weekly,Good
EMP4186,35,Healthcare,9,Remote,39,14,5,High,2,Weekly,Good
EMP4187,38,Consulting,12,Hybrid,37,11,4,High,3,Weekly,Average
EMP4188,32,Education,5,Onsite,23,10,3,High,1,None,Good
EMP4189,26,Healthcare,16,Hybrid,40,13,1,Medium,1,None,Poor
EMP4190,29,Healthcare,30,Hybrid,31,14,1,Low,1,None,Poor
EMP4191,49,IT,3,Hybrid,52,13,5,High,3,Weekly,Good
EMP4192,53,Finance,33,Hybrid,23,2,3,High,1,Weekly,Average
EMP4193,52,Retail,21,Hybrid,34,11,1,Medium,3,Weekly,Poor
EMP4194,31,Finance,21,Onsite,35,15,3,Medium,3,Daily,Good
EMP4195,49,Education,7,Remote,22,0,3,High,4,Weekly,Good
EMP4196,58,IT,9,Onsite,29,14,1,Low,2,None,Poor
EMP4197,43,Education,11,Hybrid,60,4,4,Low,3,None,Average
EMP4198,56,Finance,4,Onsite,60,12,5,Low,3,Daily,Poor
EMP4199,34,Consulting,6,Hybrid,49,0,4,Low,1,Weekly,Average
EMP4200,55,Healthcare,19,Onsite,41,10,2,Medium,5,Weekly,Average
EMP4201,42,Education,4,Hybrid,30,0,2,Medium,2,None,Poor
EMP4202,51,Education,16,Hybrid,56,3,2,Low,1,Daily,Good
EMP4203,57,Education,21,Onsite,24,13,3,High,5,Weekly,Average
EMP4204,29,Retail,13,Hybrid,41,8,4,Low,4,None,Average
EMP4205,24,Retail,33,Hybrid,55,1,5,Medium,2,None,Average
EMP4206,44,Healthcare,10,Remote,35,9,3,High,2,None,Good
EMP4207,34,IT,20,Remote,42,1,1,Low,4,Weekly,Poor
EMP4208,23,Finance,7,Onsite,24,9,2,Medium,1,Daily,Good
EMP4209,44,IT,33,Remote,30,8,1,High,3,Weekly,Good
EMP4210,46,Healthcare,6,Hybrid,49,0,5,Medium,2,None,Poor
EMP4211,38,Education,23,Remote,58,4,2,Low,5,Weekly,Poor
EMP4212,35,Consulting,17,Hybrid,43,14,5,High,4,None,Good
EMP4213,41,Retail,20,Onsite,43,8,2,Low,1,None,Poor
EMP4214,42,IT,32,Onsite,21,0,2,Low,4,Daily,Good
EMP4215,50,IT,11,Onsite,59,1,5,Low,3,None,Good
EMP4216,60,Consulting,10,Hybrid,50,14,2,High,2,Weekly,Good
EMP4217,54,Retail,13,Onsite,46,9,1,Low,5,None,Poor
EMP4218,31,Consulting,9,Remote,34,2,4,Medium,3,Daily,Poor
EMP4219,35,Healthcare,31,Onsite,36,14,2,Medium,3,None,Good
EMP4220,46,Finance,18,Hybrid,39,10,1,High,1,Daily,Good
EMP4221,56,IT,31,Remote,59,15,4,Low,3,None,Poor
EMP4222,47,Retail,9,Remote,50,12,4,Low,2,Daily,Poor
EMP4223,59,Retail,17,Remote,40,6,4,Medium,5,Daily,Poor
EMP4224,48,Retail,17,Onsite,49,7,1,High,5,Daily,Poor
EMP4225,28,Education,29,Remote,44,8,5,Low,3,None,Poor
EMP4226,30,IT,24,Remote,27,7,3,Low,4,None,Good
EMP4227,24,Consulting,15,Onsite,28,13,2,Medium,4,None,Average
EMP4228,47,Finance,12,Remote,36,5,3,High,4,Weekly,Poor
EMP4229,34,Education,9,Remote,35,8,4,Medium,4,Daily,Poor
EMP4230,59,Finance,34,Hybrid,36,7,4,High,2,None,Good
EMP4231,52,Education,23,Onsite,34,8,2,Medium,2,Weekly,Good
EMP4232,57,Healthcare,3,Onsite,52,3,3,Medium,3,Weekly,Good
EMP4233,49,Finance,33,Onsite,21,5,2,Medium,2,None,Good
EMP4234,26,Retail,9,Remote,55,8,1,Medium,4,Weekly,Good
EMP4235,39,IT,20,Onsite,43,11,2,Low,4,Weekly,Poor
EMP4236,59,Education,9,Hybrid,52,15,1,Medium,1,Weekly,Good
EMP4237,38,Manufacturing,23,Remote,37,2,2,Medium,1,Daily,Poor
EMP4238,60,Healthcare,1,Hybrid,43,2,3,High,1,Weekly,Average
EMP4239,48,Finance,1,Onsite,57,11,2,Low,2,Weekly,Good
EMP4240,45,Manufacturing,17,Remote,39,13,4,Low,2,Weekly,Good
EMP4241,32,IT,32,Remote,21,13,3,Medium,5,Daily,Good
EMP4242,52,Retail,23,Onsite,26,5,2,Low,2,None,Good
EMP4243,26,IT,2,Hybrid,51,13,2,High,2,Weekly,Good
EMP4244,38,Manufacturing,31,Remote,55,9,2,Low,2,Daily,Average
EMP4245,23,Manufacturing,24,Hybrid,47,11,3,Low,4,None,Average
EMP4246,29,Healthcare,18,Hybrid,57,15,4,Low,4,Weekly,Poor
EMP4247,49,Education,11,Remote,37,1,4,High,3,Weekly,Average
EMP4248,29,Education,16,Onsite,36,10,1,Medium,3,Daily,Good
EMP4249,36,Finance,20,Onsite,36,14,2,High,5,None,Poor
EMP4250,44,Retail,28,Remote,28,5,3,Medium,5,None,Average
EMP4251,31,Consulting,30,Hybrid,23,5,1,Medium,4,Daily,Average
EMP4252,58,Education,22,Onsite,25,12,3,High,1,None,Average
EMP4253,49,Retail,30,Onsite,28,10,5,Medium,2,Daily,Average
EMP4254,55,Manufacturing,22,Hybrid,39,8,1,High,2,Weekly,Poor
EMP4255,51,IT,12,Onsite,44,2,3,Low,4,Weekly,Good
EMP4256,27,Education,6,Onsite,22,0,5,Medium,5,None,Average
EMP4257,56,Retail,19,Onsite,46,5,5,Medium,2,Weekly,Poor
EMP4258,24,Finance,12,Onsite,30,13,5,Low,5,None,Average
EMP4259,24,Finance,26,Onsite,42,5,3,Low,2,Weekly,Average
EMP4260,29,Education,10,Hybrid,31,3,4,Medium,4,Weekly,Good
EMP4261,58,Healthcare,8,Onsite,44,3,2,Low,1,Weekly,Poor
EMP4262,31,Retail,28,Remote,53,1,3,Medium,2,Weekly,Poor
EMP4263,30,Retail,14,Remote,47,9,4,Low,2,None,Average
EMP4264,43,IT,7,Hybrid,31,14,5,Medium,3,None,Average
EMP4265,26,Finance,28,Onsite,50,14,4,Low,4,Weekly,Good
EMP4266,45,Manufacturing,20,Hybrid,55,2,1,Medium,5,Weekly,Good
EMP4267,22,Healthcare,23,Hybrid,37,11,1,High,1,Weekly,Good
EMP4268,50,Finance,31,Onsite,57,5,2,Medium,5,Daily,Average
EMP4269,48,IT,34,Onsite,27,14,4,Low,2,Daily,Good
EMP4270,58,Education,33,Remote,43,11,2,Medium,5,Daily,Poor
EMP4271,35,Finance,5,Remote,28,5,5,Low,3,Daily,Poor
EMP4272,53,Manufacturing,19,Hybrid,46,11,4,High,2,Daily,Poor
EMP4273,25,Consulting,27,Remote,36,10,2,High,2,None,Good
EMP4274,53,Finance,18,Remote,48,10,1,Medium,4,None,Poor
EMP4275,29,IT,13,Hybrid,36,12,1,Low,1,Daily,Poor
EMP4276,25,Retail,26,Hybrid,56,0,5,Low,4,Weekly,Poor
EMP4277,31,IT,2,Hybrid,51,0,2,Low,5,Daily,Good
EMP4278,52,Finance,14,Remote,29,7,2,High,4,Daily,Average
EMP4279,34,Consulting,4,Remote,56,14,1,High,3,None,Average
EMP4280,45,Retail,21,Onsite,31,4,2,Medium,1,Daily,Average
EMP4281,47,Education,9,Onsite,38,8,3,High,2,None,Poor
EMP4282,27,Manufacturing,16,Hybrid,32,4,4,High,1,Daily,Average
EMP4283,26,Manufacturing,14,Hybrid,35,3,2,Low,1,Daily,Good
EMP4284,37,Finance,10,Hybrid,56,10,4,Medium,4,Daily,Poor
EMP4285,60,Manufacturing,34,Hybrid,60,11,3,Medium,2,Weekly,Good
EMP4286,29,Education,13,Onsite,44,15,5,Low,3,Weekly,Average
EMP4287,27,IT,14,Hybrid,30,4,4,Medium,2,Weekly,Poor
EMP4288,36,Manufacturing,11,Remote,38,1,2,High,2,Weekly,Poor
EMP4289,52,IT,31,Remote,35,5,5,Low,2,Weekly,Good
EMP4290,37,Education,6,Hybrid,60,9,3,High,4,None,Poor
EMP4291,55,Consulting,1,Remote,59,6,5,Low,1,Weekly,Average
EMP4292,51,Finance,26,Onsite,24,3,3,Medium,1,Weekly,Good
EMP4293,37,Consulting,29,Remote,26,10,3,Medium,4,None,Poor
EMP4294,28,Consulting,23,Onsite,58,9,3,High,2,Weekly,Poor
EMP4295,28,Consulting,17,Onsite,32,5,3,Medium,2,None,Poor
EMP4296,47,Consulting,20,Hybrid,21,0,4,Medium,4,None,Average
EMP4297,23,Education,28,Remote,39,10,1,Low,1,Daily,Good
EMP4298,32,Healthcare,28,Hybrid,53,3,3,High,3,Weekly,Poor
EMP4299,38,Consulting,32,Onsite,20,3,4,Medium,3,None,Poor
EMP4300,22,Manufacturing,1,Hybrid,39,12,1,Low,4,Daily,Poor
EMP4301,32,Education,14,Hybrid,46,3,1,High,2,Weekly,Good
EMP4302,22,Retail,6,Remote,28,13,4,Low,1,None,Poor
EMP4303,46,IT,8,Onsite,44,10,1,High,3,Weekly,Average
EMP4304,30,Manufacturing,33,Remote,32,7,2,Low,2,None,Poor
EMP4305,25,IT,3,Onsite,54,4,5,Medium,2,Daily,Average
EMP4306,49,IT,22,Onsite,36,8,1,Medium,3,None,Average
EMP4307,51,Consulting,6,Remote,52,9,1,High,1,Daily,Good
EMP4308,57,Education,16,Remote,26,6,4,High,3,Daily,Poor
EMP4309,58,Education,30,Onsite,36,0,3,Medium,4,None,Average
EMP4310,45,Manufacturing,3,Remote,27,15,4,Medium,4,Daily,Good
EMP4311,32,IT,25,Hybrid,56,11,1,High,5,Daily,Average
EMP4312,45,Consulting,15,Onsite,53,10,1,Low,1,Weekly,Average
EMP4313,28,Retail,31,Remote,35,8,2,High,4,None,Good
EMP4314,22,Education,31,Remote,57,3,5,High,1,Weekly,Good
EMP4315,41,Finance,26,Remote,36,10,1,High,2,Weekly,Poor
EMP4316,37,Healthcare,22,Hybrid,47,0,3,High,4,None,Poor
EMP4317,25,Healthcare,31,Remote,36,8,5,Low,1,Daily,Poor
EMP4318,33,Consulting,4,Onsite,55,14,2,High,2,None,Average
EMP4319,50,Finance,30,Onsite,27,9,1,Low,1,Weekly,Poor
EMP4320,56,Retail,26,Remote,24,14,5,Low,5,None,Poor
EMP4321,51,Finance,34,Hybrid,29,2,5,Medium,3,Daily,Poor
EMP4322,42,IT,32,Hybrid,37,10,4,High,3,None,Poor
EMP4323,50,Manufacturing,5,Hybrid,53,7,1,High,1,None,Average
